path	bytes	sha256	file_type	symlink	classification	reason	authority_reference
docs/reports/evidence/d2_r7b_i1_r19_remote_eligibility_refresh/postflight.json	7757	2893a1e99fc777b2d37de40e12c3d81db92598f76e6823c64f728c1eb6c51f9b	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r19_remote_eligibility_refresh/preflight.json	2079	edbcb8b42f66e9781fec36e54b5254ab9fa2488ef7dfbdc22bc567e46c1b2494	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r22_remote_eligibility_refresh/manifest.sha256	420	faa11d9d5b99648c9c5d4a5c57adfff028e2bb3d2c21c78ada63553f0927f295	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r22_remote_eligibility_refresh/postflight.json	7826	5716ff7bdc7dcd063605b80aaec49e01f576e4fc3e100c92eeb95d2c0b7bd398	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r22_remote_eligibility_refresh/preflight.json	2102	c770eab6ef445f88e35c1b31ed5fb1ad6eca789ab2334189d51380a21fe5fe78	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r23_remote_config_only_execution/final_terminal.json	12280	90cbb77b827f97580d4bbd58d5eafeb6758f950170f0ef5ff6810211498c9e86	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r23_remote_config_only_execution/manifest.sha256	435	3027d757450cec012675fcaa55e22bf3e5ec7585dca0759cb80fbb5ac5c390ea	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r23_remote_config_only_execution/raw_terminal.ndjson	12280	90cbb77b827f97580d4bbd58d5eafeb6758f950170f0ef5ff6810211498c9e86	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r24_r1_parent_fd_findmnt_inheritance_repair/manifest.sha256	631	fe8f922f92d918877edccf37043bb99aeb548ff029db2541d7cfba905ef78de2	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r25_remote_eligibility_refresh/manifest.sha256	420	b8dc99f232fbd8b5935abdf1745a7e8bf5668c6061549c89496b72df1e79c9ab	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r25_remote_eligibility_refresh/postflight.json	3162	b1b144ca028673e7e05cd181e537c4478eb527365b6f8b9bb4a48a3fa35333a0	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r25_remote_eligibility_refresh/preflight.json	215	9617a68fb0d014db5b5001dd9aaa642ca5ce263ff85283edc3ee0666be701941	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r30_i1_r10_r1_corrected_controlled_collector_restart_runtime_validation/final_terminal.json	572	6fa6f8541b9a260446aa596e8260b03a419552e2f38e56ff0369ee2ffbf6a83a	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r30_i1_r10_r1_corrected_controlled_collector_restart_runtime_validation/manifest.sha256	744	496d11a614308aee3d9a5aa7dd6014422848e50680763a7896ff7e5fb6d06e45	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r30_i1_r10_r1_corrected_controlled_collector_restart_runtime_validation/raw_terminal.ndjson	572	6fa6f8541b9a260446aa596e8260b03a419552e2f38e56ff0369ee2ffbf6a83a	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r30_i1_r10_r1_corrected_controlled_collector_restart_runtime_validation/runtime_controller.py	50012	4d21b637a0b30a335bb0ef904847743706e7344b39e305f141a060da4fbdb668	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r30_i1_r10_r2_r1_focused_restartcount_schema_correction/final_terminal.json	4245	a1364eb39e4cc508c04c93869c130005231b4a239ce49bff3b01d4310dd4be48	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r30_i1_r10_r2_r1_focused_restartcount_schema_correction/manifest.sha256	683	a61b945b39d22f044ee42a74427677e1b19c41341a160bb84df040c442ed091e	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r30_i1_r10_r2_r1_focused_restartcount_schema_correction/raw_terminal.ndjson	4245	a1364eb39e4cc508c04c93869c130005231b4a239ce49bff3b01d4310dd4be48	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r30_i1_r10_r2_r1_focused_restartcount_schema_correction/restartcount_observer.py	12386	3450f2e7845a79f8077e4f9c24e6258a26d9f86f715a3a16ec675c5d0dd01aa8	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r30_i1_r10_r2_readonly_remote_lifecycle_observation/final_terminal.json	16896	bf3e535b75e06c8fbcf7f36fa4b1afaa078fddec40d362e375fb07eb2827e41f	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r30_i1_r10_r2_readonly_remote_lifecycle_observation/lifecycle_observer.py	31433	6e3b69d37f5b63b3dad2bfa6d3c0597080dd7ed7ca611a0873baa60760dea9a2	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r30_i1_r10_r2_readonly_remote_lifecycle_observation/manifest.sha256	664	463c59aa724e5ef6304bf9085160c8879782ccac9183075442b601e4fa5bae2a	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r30_i1_r10_r2_readonly_remote_lifecycle_observation/raw_terminal.ndjson	16896	bf3e535b75e06c8fbcf7f36fa4b1afaa078fddec40d362e375fb07eb2827e41f	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r30_i1_r7_fresh_readonly_remote_eligibility/manifest.sha256	459	7b225476c3c5a2f4d9374a9cee4dc6163664befbe5472a725443b6243f184d79	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r30_i1_r7_fresh_readonly_remote_eligibility/postflight.json	2726	36953d83c7efd9db3e2788b081d2a003dbf0590bdb34d01b3071b55a3e2ad7b2	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r30_i1_r7_fresh_readonly_remote_eligibility/preflight.json	197	555c25afadebdba5aca7e41481ae7419cdbd60ea301e722e0cec50187ea8225a	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r30_i1_r8_one_shot_exact_config_only_remote_execution/final_terminal.json	13025	f2baa8ca164341286411efea601f94fa4c8d636f2a8ae9c10cbcf2701decf5b0	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r30_i1_r8_one_shot_exact_config_only_remote_execution/manifest.sha256	498	d60c0bbe99821a629df2137c365b3f6c1d494fdcb58dfcba150020f7dee95658	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r30_i1_r8_one_shot_exact_config_only_remote_execution/raw_terminal.ndjson	13025	f2baa8ca164341286411efea601f94fa4c8d636f2a8ae9c10cbcf2701decf5b0	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_phase1_phase2/build_input_manifest.sha256	3797	ad339c6adaa3556df513b9dca30af6fe129b2d583b3f7720adab0b9e692044da	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	DIRECT_SEED:docs/reports/evidence/d2_r7b_i1_r32_phase1_phase2/build_input_manifest.sha256;MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r32_phase1_phase2/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r32_phase1_phase2/manifest.sha256	917	5cd192a59940296d9c4d9c66efdd37c88d1641aa61781777957432b6b81b07ea	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	DIRECT_SEED:docs/reports/evidence/d2_r7b_i1_r32_phase1_phase2/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r32_phase1_phase2/phase1_local_terminal.json	1221	00a20b1a1d9534c42860412259070fb2b7a58a11409a20937b09665f17a4cf9f	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r32_phase1_phase2/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r32_phase1_phase2/phase2_remote_load_terminal.json	250	0f3dcf382cf221de3f200410e6f7e6aa1ea318ed7f19be8662b2dc3340f6d4a9	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r32_phase1_phase2/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r32_phase1_phase2/phase2_remote_preflight_terminal.json	218	e6b5f06835f71c1a9f062e669da46a29b59cd3a7fe3cfe29db64c7a1f4536150	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r32_phase1_phase2/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r32_phase1_phase2/phase2_transport_terminal.json	211	cafe434d8e54ede3297c00c46776773650f52d6c14a1553c1bfe36668e59f1e3	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r32_phase1_phase2/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r32_r1_phase1_validation_phase2_transport_load_continuation/manifest.sha256	1111	26c67c393f5129a35e952a14d38f0d5980f34f718b41a96b17d1d75d2129b6b5	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	DIRECT_SEED:docs/reports/evidence/d2_r7b_i1_r32_r1_phase1_validation_phase2_transport_load_continuation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r32_r1_phase1_validation_phase2_transport_load_continuation/phase1_validation_terminal.json	4125	89d8d9cea25f0724740e0b10d30dfcb222d1a8841748c4ca2da1ca9deaf034aa	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	DIRECT_SEED:docs/reports/evidence/d2_r7b_i1_r32_r1_phase1_validation_phase2_transport_load_continuation/phase1_validation_terminal.json;MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r32_r1_phase1_validation_phase2_transport_load_continuation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r32_r1_phase1_validation_phase2_transport_load_continuation/phase2_remote_load_terminal.json	687	da566260e93bbab5ebdd3ebd80cd063b1c1f238bc488fd98bb02b2c5890163b8	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r32_r1_phase1_validation_phase2_transport_load_continuation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r32_r1_phase1_validation_phase2_transport_load_continuation/phase2_remote_preflight_terminal.json	2063	b8615d9b3f87f0a252e1502d3285995722c43dabbb7870912d741c67e7b7e6b6	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r32_r1_phase1_validation_phase2_transport_load_continuation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r32_r1_phase1_validation_phase2_transport_load_continuation/phase2_transport_terminal.json	856	432f98530555e25b1135dd80d1f005caad646da7bd36cf5ba58ad5a954696e0f	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r32_r1_phase1_validation_phase2_transport_load_continuation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r32_r1_phase1_validation_phase2_transport_load_continuation/prerequisite_terminal.json	772	d9d12cd5b7476fc7f255e6606785d1ddfeef9da7fde64dbd3e9d285564cc3e02	regular	false	CURRENT_AUTHORITY_KEEP_AND_COMMIT	Path is an exact current authority seed or a verified member of an accepted seed manifest.	MANIFEST_MEMBER:docs/reports/evidence/d2_r7b_i1_r32_r1_phase1_validation_phase2_transport_load_continuation/manifest.sha256
docs/reports/evidence/d2_r7b_i1_r32_r2_remote_transport_load_continuation/local_prerequisite_terminal.json	3091	9103ff234286056286e1203b704633d3672cf2435e64af9e746c6f76931af89f	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r2_remote_transport_load_continuation/manifest.sha256	816	1fce7af95fe239b3d2a05923c3666d0f413d8bdaf4980f956477bc06f3362302	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r2_remote_transport_load_continuation/remote_load_terminal.json	799	61f9599c75168e3d03786c95d116037c53304e3c57977a59f32eacfbe394d44a	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r2_remote_transport_load_continuation/remote_preflight_terminal.json	1790	f32eded7f8e98819a9c170470376ac998c5506703c6cc74aedec7a46cd006474	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r2_remote_transport_load_continuation/transport_terminal.json	890	69cdec02256f6bee7ba7d420e0e9e3dae4965fe9da8b3640fa4b8e19ca9f5a2e	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r3_remote_stage_parent_transport_load_continuation/local_prerequisite_terminal.json	1769	6323d85048078575dba22f2c4f7bb93610ae0f78ecc063c77ed4b3500c7a3de7	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r3_remote_stage_parent_transport_load_continuation/manifest.sha256	888	9b4656976266e93b4a1a099b90cddc4cd133b59ce25ac267f6f1035111262d8a	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r3_remote_stage_parent_transport_load_continuation/remote_load_terminal.json	626	88de814188dbf28aa61f5203c6d6b5f5878b342c5bc0bfd53a167c5418582e7f	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r3_remote_stage_parent_transport_load_continuation/remote_parent_preflight_terminal.json	419	2efeec06662197beb748b1afc099dd33450186811a6b305eb11988b0c4ecb59b	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r3_remote_stage_parent_transport_load_continuation/transport_terminal.json	461	482617f1714a6f8fcc270d7383bfedd35a783acdd68ed4ae88c483b006c60335	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r4_remote_stage_parent_transport_load_continuation/local_prerequisite_terminal.json	3365	41b129c8175e4f6093afd7a4b6a462d42dd69608cd38c814996d81ece51c933c	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r4_remote_stage_parent_transport_load_continuation/manifest.sha256	888	feb475e50d54cc4067ad4f39c000fd784842c74ffdf795d43716fb58c6dba5d1	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
docs/reports/evidence/d2_r7b_i1_r32_r4_remote_stage_parent_transport_load_continuation/remote_load_terminal.json	3665	6a8e0e3b7e1bd9a1129c1bb516cf8d7a59e0de13a8b6b859f5c63f89a80aaa59	regular	false	HISTORICAL_DOC_ARCHIVE_REVIEW	Durable-looking documentation or execution evidence is outside the verified current authority closure and requires human review.	R36 Batch D;not in accepted manifest closure
